食物,别名,特征,分类,Wiki百科,热量(千卡),硫胺素(毫克),钙(毫克),蛋白质(克),核黄素(毫克),镁(毫克),脂肪(克),烟酸(毫克),铁(毫克),碳水化合物(克),维生素C(毫克),锰(毫克),膳食纤维(克),维生素E(毫克),锌(毫克),维生素A(微克),胆固醇(毫克),铜(毫克),胡罗卜素(微克),钾(毫克),磷(毫克),视黄醇当量(微克),钠(毫克),硒(微克),备注
白脱,牛油，黄油,食品工业,乳类,http://www.foodbk.com/wiki/%E7%99%BD%E8%84%B1,744.0,0.01,1.0,0.0,0.06,2.0,82.7,0.1,1.0,0.0,0.0,0.02,0.0,3.71,0.8,534.0,152.0,0.02,0.1,43.0,14.0,17.7,18.0,0.56,Empty
酥油,Empty,Empty,乳类,http://www.foodbk.com/wiki/%E9%85%A5%E6%B2%B9,860.0,0.0,128.0,1.5,0.01,2.0,94.4,0.0,0.4,1.1,0.0,0.0,0.0,2.45,0.12,426.0,227.0,0.18,0.5,188.0,9.0,2.5,73.0,0.7,Empty
炼乳,Empty,甜，罐头,乳类,http://www.foodbk.com/wiki/%E7%82%BC%E4%B9%B3,332.0,0.03,242.0,8.0,0.16,24.0,8.7,0.3,0.4,55.4,2.0,0.04,0.0,0.28,1.53,41.0,36.0,0.04,1.7,309.0,200.0,26.2,211.9,3.26,Empty
奶皮子,Empty,Empty,乳类,http://www.foodbk.com/wiki/%E5%A5%B6%E7%9A%AE%E5%AD%90,460.0,0.02,818.0,12.2,0.23,28.0,42.9,0.2,1.3,6.3,0.0,0.02,0.0,0.0,2.22,0.0,78.0,0.1,1.7,4.0,308.0,36.9,2.3,4.6,Empty
奶片,Empty,Empty,乳类,http://www.foodbk.com/wiki/%E5%A5%B6%E7%89%87,472.0,0.05,269.0,13.3,0.2,32.0,20.2,1.6,1.6,59.3,5.0,0.0,0.0,0.05,3.0,75.0,65.0,0.06,3.5,356.0,427.0,3.7,179.7,12.1,Empty
鸡蛋,Empty,均值,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B,144.0,0.11,56.0,13.3,0.27,10.0,8.8,0.2,2.0,2.8,0.0,0.04,0.0,1.84,1.1,234.0,0.0,0.15,1.0,154.0,130.0,74.1,131.5,14.34,Empty
鸡蛋,Empty,白皮,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B,138.0,0.09,48.0,12.7,0.31,14.0,9.0,0.2,2.0,1.5,0.0,0.03,0.0,1.23,1.0,310.0,585.0,0.06,1.0,98.0,176.0,75.8,94.7,16.55,Empty
鸡蛋,Empty,红皮,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B,156.0,0.13,44.0,12.8,0.32,11.0,11.1,0.2,2.3,1.3,0.0,0.04,0.0,2.29,1.01,194.0,585.0,0.07,1.0,121.0,182.0,73.8,125.7,14.98,Empty
鸡蛋,Empty,土鸡,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B,138.0,0.12,76.0,14.4,0.19,5.0,6.4,0.0,1.7,5.6,0.0,0.06,0.0,1.36,1.28,199.0,1338.0,0.32,1.0,244.0,33.0,72.6,174.0,11.5,Empty
鸡蛋白,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B%E7%99%BD,60.0,0.04,9.0,11.6,0.31,15.0,0.1,0.2,1.6,3.1,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.05,0.8,132.0,18.0,84.4,79.4,6.97,Empty
鸡蛋白,Empty,乌骨鸡,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B%E7%99%BD,44.0,0.0,9.0,9.8,0.31,10.0,0.1,0.1,0.0,1.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.7,109.0,17.0,88.4,165.1,2.99,Empty
鸡蛋黄,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B%E9%BB%84,328.0,0.33,112.0,15.2,0.29,41.0,28.2,0.1,6.5,3.4,0.0,0.06,0.0,5.06,3.79,438.0,1510.0,0.28,1.7,95.0,240.0,51.5,54.9,27.01,Empty
鸡蛋黄,Empty,乌骨鸡,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B%E9%BB%84,263.0,0.07,107.0,15.2,0.36,16.0,19.9,0.1,0.5,5.7,0.0,0.04,0.0,7.64,3.1,179.0,2057.0,0.7,1.4,105.0,216.0,57.8,57.2,22.62,Empty
鸡蛋粉,全蛋粉,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B%E7%B2%89,545.0,0.05,954.0,43.4,0.4,46.0,36.2,0.0,10.5,11.3,0.0,0.22,0.0,11.56,5.95,525.0,2251.0,0.28,6.6,357.0,780.0,2.5,393.2,39.1,Empty
鸡蛋黄粉,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%A1%E8%9B%8B%E9%BB%84%E7%B2%89,644.0,0.0,266.0,31.6,0.25,22.0,55.1,0.0,10.6,5.3,0.0,0.05,0.0,14.43,6.66,776.0,2850.0,0.1,3.4,103.0,905.0,4.6,89.8,27.7,Empty
松花蛋,Empty,鸡蛋,蛋类,http://www.foodbk.com/wiki/%E6%9D%BE%E8%8A%B1%E8%9B%8B,178.0,0.02,26.0,14.8,0.13,8.0,10.6,0.2,3.9,5.8,0.0,0.06,0.0,1.06,2.73,310.0,595.0,0.12,2.4,148.0,263.0,66.4,0.0,44.32,Empty
鸭蛋,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%AD%E8%9B%8B,180.0,0.17,62.0,12.6,0.35,13.0,13.0,0.2,2.9,3.1,0.0,0.04,0.0,4.98,1.67,261.0,565.0,0.11,1.0,135.0,226.0,70.3,106.0,15.68,Empty
鸭蛋白,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%AD%E8%9B%8B%E7%99%BD,47.0,0.01,18.0,9.9,0.07,21.0,0.0,0.1,0.1,1.8,0.0,0.0,0.0,0.16,0.0,23.0,0.0,0.08,0.6,84.0,0.0,87.7,71.2,4.0,Empty
鸭蛋黄,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B8%AD%E8%9B%8B%E9%BB%84,378.0,0.28,123.0,14.5,0.62,22.0,33.8,0.0,4.9,4.0,0.0,0.1,0.0,12.72,3.09,1980.0,1576.0,0.16,2.8,86.0,55.0,44.9,30.1,25.0,Empty
松花蛋,皮蛋,鸭蛋,蛋类,http://www.foodbk.com/wiki/%E6%9D%BE%E8%8A%B1%E8%9B%8B,171.0,0.06,63.0,14.2,0.18,13.0,10.7,0.1,3.3,4.5,0.0,0.06,0.0,3.05,1.48,215.0,608.0,0.12,2.2,152.0,165.0,68.4,542.7,25.24,Empty
咸鸭蛋,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E5%92%B8%E9%B8%AD%E8%9B%8B,190.0,0.16,118.0,12.7,0.33,30.0,12.7,0.1,3.6,6.3,0.0,0.1,0.0,6.25,1.74,134.0,647.0,0.14,7.0,184.0,231.0,61.3,2706.1,24.04,Empty
鹅蛋,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B9%85%E8%9B%8B,196.0,0.08,34.0,11.1,0.3,12.0,15.6,0.4,4.1,2.8,0.0,0.04,0.0,4.5,1.43,192.0,704.0,0.09,1.2,74.0,130.0,69.3,90.6,27.24,Empty
鹅蛋白,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B9%85%E8%9B%8B%E7%99%BD,48.0,0.03,4.0,8.9,0.04,9.0,0.0,0.3,2.8,3.2,0.0,0.0,0.0,0.34,0.1,7.0,0.0,0.05,0.7,36.0,11.0,87.2,77.3,8.0,Empty
鹅蛋黄,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B9%85%E8%9B%8B%E9%BB%84,324.0,0.06,13.0,15.5,0.59,10.0,26.4,0.6,2.8,6.2,0.0,0.0,0.0,95.7,1.59,1977.0,1696.0,0.25,1.8,0.0,51.0,50.1,24.4,26.0,Empty
鹌鹑蛋,Empty,Empty,蛋类,http://www.foodbk.com/wiki/%E9%B9%8C%E9%B9%91%E8%9B%8B,160.0,0.11,47.0,12.8,0.49,11.0,11.1,0.1,3.2,2.1,0.0,0.04,0.0,3.08,1.61,337.0,515.0,0.09,1.0,138.0,180.0,73.0,106.6,25.48,Empty
鹌鹑蛋,Empty,五香罐头,蛋类,http://www.foodbk.com/wiki/%E9%B9%8C%E9%B9%91%E8%9B%8B,152.0,0.01,157.0,11.6,0.06,8.0,11.7,0.3,2.6,0.0,0.0,0.03,0.0,5.34,1.43,98.0,480.0,0.13,2.3,41.0,209.0,74.4,711.5,11.6,Empty
白条鱼,Empty,裸鱼,鱼类,http://www.foodbk.com/wiki/%E7%99%BD%E6%9D%A1%E9%B1%BC,103.0,0.0,58.0,16.6,0.07,13.0,3.3,1.9,1.7,1.6,0.0,0.03,0.0,0.86,3.22,11.0,129.0,0.16,1.7,331.0,224.0,76.8,68.0,12.0,Empty
草鱼,白鲩，草包鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E8%8D%89%E9%B1%BC,113.0,0.04,38.0,16.6,0.11,31.0,5.2,2.8,0.8,0.0,0.0,0.05,0.0,2.03,0.87,11.0,86.0,0.05,1.1,312.0,203.0,77.3,46.0,6.66,Empty
赤眼鳟,金目鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E8%B5%A4%E7%9C%BC%E9%B3%9F,109.0,0.02,59.0,18.1,0.08,2.0,4.1,4.7,6.4,0.0,0.0,0.65,0.0,1.7,0.56,12.0,76.0,0.02,1.3,291.0,186.0,76.5,87.0,78.76,Empty
感鱼,猴鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E6%84%9F%E9%B1%BC,114.0,0.02,139.0,17.5,0.07,23.0,4.3,1.3,0.2,1.2,0.0,0.03,0.0,0.66,0.54,11.0,58.0,0.06,1.0,194.0,109.0,76.0,158.4,21.48,Empty
胡子鲇,塘虱(鱼),鱼,鱼类,http://www.foodbk.com/wiki/%E8%83%A1%E5%AD%90%E9%B2%87,146.0,0.05,18.0,15.4,0.11,20.0,8.0,4.3,0.6,3.1,0.0,0.02,0.0,0.09,0.86,8.0,53.0,0.04,0.9,78.0,129.0,72.6,45.5,34.2,Empty
黄颡鱼,戈牙鱼，黄鳍鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%BB%84%E9%A2%A1%E9%B1%BC,124.0,0.01,59.0,17.8,0.06,19.0,2.7,3.7,6.4,7.1,0.0,0.1,0.0,1.48,1.48,0.0,90.0,0.08,0.8,202.0,166.0,71.6,250.4,16.09,Empty
黄鳝,鳝鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%BB%84%E9%B3%9D,89.0,0.06,42.0,18.0,0.98,18.0,1.4,3.7,2.5,1.2,0.0,2.22,0.0,1.34,1.97,50.0,126.0,0.05,1.4,263.0,206.0,78.0,70.2,34.56,Empty
黄鳝丝,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E9%BB%84%E9%B3%9D%E4%B8%9D,69.0,0.04,57.0,15.4,2.08,0.0,0.8,1.8,2.8,0.0,0.0,8.25,0.0,1.1,1.82,0.0,77.0,0.02,0.6,278.0,81.0,83.2,131.0,36.38,Empty
尖嘴白,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E5%B0%96%E5%98%B4%E7%99%BD,137.0,0.05,27.0,22.7,0.02,14.0,3.3,0.0,0.6,4.1,0.0,0.04,0.0,0.27,1.32,0.0,73.0,0.06,1.3,375.0,192.0,68.6,48.3,0.0,Empty
口头鱼,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E5%8F%A3%E5%A4%B4%E9%B1%BC,134.0,0.01,103.0,19.6,0.04,26.0,4.2,2.4,2.0,4.5,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.05,1.4,270.0,247.0,70.3,47.7,0.0,Empty
鲤鱼,鲤拐子,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B2%A4%E9%B1%BC,109.0,0.03,50.0,17.6,0.09,33.0,4.1,2.7,1.0,0.5,0.0,0.05,0.0,1.27,2.08,25.0,84.0,0.06,1.1,334.0,204.0,76.7,53.7,15.38,Empty
罗非鱼,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E7%BD%97%E9%9D%9E%E9%B1%BC,98.0,0.11,12.0,18.4,0.17,36.0,1.5,3.3,0.9,2.8,0.0,0.09,0.0,1.91,0.87,0.0,78.0,0.05,1.3,289.0,161.0,76.0,19.8,22.6,Empty
罗非鱼,非洲黑鲫鱼,莫桑比克,鱼类,http://www.foodbk.com/wiki/%E7%BD%97%E9%9D%9E%E9%B1%BC,77.0,0.0,24.0,16.0,0.28,24.0,1.0,2.5,1.1,1.0,0.0,0.14,0.0,0.1,0.7,7.0,54.0,0.11,1.1,338.0,150.0,80.9,66.8,0.0,Empty
泥鳅,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E6%B3%A5%E9%B3%85,96.0,0.1,299.0,17.9,0.33,28.0,2.0,6.2,2.9,1.7,0.0,0.47,0.0,0.79,2.76,14.0,136.0,0.09,1.8,282.0,302.0,76.6,74.8,35.3,Empty
青鱼,青皮鱼，青鳞鱼，青混,Empty,鱼类,http://www.foodbk.com/wiki/%E9%9D%92%E9%B1%BC,118.0,0.03,31.0,20.1,0.07,32.0,4.2,2.9,0.9,0.0,0.0,0.04,0.0,0.81,0.96,42.0,108.0,0.06,2.4,325.0,184.0,73.9,47.4,37.69,Empty
乌鳢,黑鱼，石斑鱼，生鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E4%B9%8C%E9%B3%A2,85.0,0.02,152.0,18.5,0.14,33.0,1.2,2.5,0.7,0.0,0.0,0.06,0.0,0.97,0.8,26.0,91.0,0.05,1.6,313.0,232.0,78.7,48.8,24.57,Empty
银鱼,面条鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%93%B6%E9%B1%BC,105.0,0.03,46.0,17.2,0.05,25.0,4.0,0.2,0.9,0.0,0.0,0.07,0.0,1.86,0.16,0.0,361.0,0.0,2.6,246.0,22.0,76.2,8.6,9.54,Empty
湟鱼,Empty,裸鲤鱼,鱼类,http://www.foodbk.com/wiki/%E6%B9%9F%E9%B1%BC,124.0,0.0,42.0,17.1,0.05,15.0,3.2,2.8,1.2,6.7,0.0,0.04,0.0,1.1,1.28,10.0,98.0,0.19,1.7,372.0,229.0,71.3,42.0,24.1,Empty
湟鱼,Empty,裸鱼,鱼类,http://www.foodbk.com/wiki/%E6%B9%9F%E9%B1%BC,100.0,0.0,59.0,17.8,0.15,15.0,2.3,1.5,1.5,2.0,0.0,0.12,0.0,1.18,1.5,16.0,74.0,0.12,1.2,329.0,221.0,76.7,117.0,5.3,Empty
鲇鱼,胡子鲇，鲢胡，旺虾,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B2%87%E9%B1%BC,103.0,0.03,42.0,17.3,0.1,22.0,3.7,2.5,2.1,0.0,0.0,0.03,0.0,0.54,0.53,0.0,163.0,0.09,1.1,351.0,195.0,78.0,49.6,27.49,Empty
鲒花,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B2%92%E8%8A%B1,117.0,0.01,0.0,15.6,0.25,0.0,6.1,0.9,0.0,0.0,0.0,0.16,0.0,2.15,0.0,0.0,34.0,0.02,1.6,0.0,270.0,76.7,63.5,24.63,Empty
鲢鱼,白鲢，胖子，连子鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B2%A2%E9%B1%BC,104.0,0.03,53.0,17.8,0.07,23.0,3.6,2.5,1.4,0.0,0.0,0.09,0.0,1.23,1.17,20.0,99.0,0.06,1.2,277.0,190.0,77.4,57.5,15.68,Empty
鲫鱼,喜头鱼，海附鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B2%AB%E9%B1%BC,108.0,0.04,79.0,17.1,0.09,41.0,2.7,2.5,1.3,3.8,0.0,0.06,0.0,0.68,1.94,17.0,130.0,0.08,1.0,290.0,193.0,75.4,41.2,14.31,Empty
鲮鱼,雪鲮,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B2%AE%E9%B1%BC,95.0,0.01,31.0,18.4,0.04,22.0,2.1,3.0,0.9,0.7,0.0,0.02,0.0,1.54,0.83,125.0,86.0,0.04,1.1,317.0,176.0,77.7,40.1,48.1,Empty
鲮鱼,Empty,罐头,鱼类,http://www.foodbk.com/wiki/%E9%B2%AE%E9%B1%BC,399.0,0.04,598.0,30.7,0.09,74.0,26.9,2.3,6.1,8.5,0.0,0.7,0.0,5.56,2.2,0.0,162.0,0.09,6.9,480.0,750.0,27.0,2310.0,8.69,Empty
鳊鱼,鲂鱼，武昌鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B3%8A%E9%B1%BC,135.0,0.02,89.0,18.3,0.07,17.0,6.3,1.7,0.7,1.2,0.0,0.05,0.0,0.52,0.89,28.0,94.0,0.07,1.1,215.0,188.0,73.1,41.1,11.59,Empty
鳗鲡,鳗鱼，河鳗,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B3%97%E9%B2%A1,181.0,0.02,42.0,18.6,0.02,34.0,10.8,3.8,1.5,2.3,0.0,0.0,0.0,3.6,1.15,0.0,177.0,0.18,1.2,207.0,248.0,67.1,58.8,33.66,Empty
鳙鱼,胖头鱼，摆佳鱼，花鲢鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B3%99%E9%B1%BC,100.0,0.04,82.0,15.3,0.11,26.0,2.2,2.8,0.8,4.7,0.0,0.08,0.0,2.65,0.76,34.0,112.0,0.07,1.3,229.0,180.0,76.5,60.6,19.47,Empty
鳜鱼,桂鱼，花鲫鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B3%9C%E9%B1%BC,117.0,0.02,63.0,19.9,0.07,32.0,4.2,5.9,1.0,0.0,0.0,0.03,0.0,0.87,1.07,12.0,124.0,0.1,1.5,295.0,217.0,74.5,68.6,26.5,Empty
鳟鱼,红鳟鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E9%B3%9F%E9%B1%BC,99.0,0.08,34.0,18.6,0.0,45.0,2.6,0.0,0.0,0.2,0.0,0.07,0.0,3.55,4.3,206.0,102.0,0.18,1.6,688.0,374.0,77.0,110.0,20.4,Empty
白姑鱼,白米子(鱼),鱼,鱼类,http://www.foodbk.com/wiki/%E7%99%BD%E5%A7%91%E9%B1%BC,150.0,0.02,23.0,19.1,0.08,28.0,8.2,3.3,0.3,0.0,0.0,0.02,0.0,1.49,0.84,0.0,80.0,0.04,1.3,382.0,171.0,71.5,152.7,21.0,Empty
参鱼,蓝圆参，边鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E5%8F%82%E9%B1%BC,124.0,0.06,55.0,18.5,0.11,30.0,3.4,3.6,1.8,4.8,0.0,0.05,0.0,0.49,0.85,1.0,78.0,0.11,1.3,215.0,191.0,72.0,81.6,24.89,Empty
带鱼,白带鱼，刀鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E5%B8%A6%E9%B1%BC,127.0,0.02,28.0,17.7,0.06,43.0,4.9,2.8,1.2,3.1,0.0,0.17,0.0,0.82,0.7,29.0,76.0,0.08,1.0,280.0,191.0,73.3,150.1,36.57,Empty
堤鱼,Empty,Empty,鱼类,http://www.foodbk.com/wiki/%E5%A0%A4%E9%B1%BC,191.0,0.19,15.0,17.6,0.12,46.0,12.8,6.5,2.2,1.3,0.0,0.03,0.0,0.33,1.2,5.0,0.0,0.07,1.4,228.0,324.0,66.9,65.0,80.36,Empty
丁香鱼,Empty,干,鱼类,http://www.foodbk.com/wiki/%E4%B8%81%E9%A6%99%E9%B1%BC,196.0,0.01,590.0,37.5,0.17,319.0,3.1,2.0,4.3,4.6,0.0,0.84,0.0,0.3,3.4,119.0,379.0,0.35,18.5,664.0,914.0,36.3,4375.0,41.24,Empty
狗母鱼,大头狗母鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E7%8B%97%E6%AF%8D%E9%B1%BC,100.0,0.05,95.0,16.7,0.1,51.0,2.3,3.7,2.2,3.0,0.0,0.02,0.0,0.07,1.1,11.0,71.0,0.09,1.5,194.0,263.0,76.5,156.3,29.48,Empty
海鲫鱼,九九鱼,Empty,鱼类,http://www.foodbk.com/wiki/%E6%B5%B7%E9%B2%AB%E9%B1%BC,206.0,0.02,69.0,17.0,0.02,30.0,13.7,4.3,1.9,3.6,0.0,0.07,0.0,1.06,0.58,0.0,70.0,0.19,1.4,133.0,193.0,64.3,15.8,28.8,Empty
